Date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.03.2022 20:00,5.0,679.1,772.3,3.7,32,从东北方吹来的风,4,,17,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.8,14.5,,,2500或更高，或无云。,,,30.0,-10.3,无降水,12,,,,
30.03.2022 17:00,12.0,675.4,767.1,1.4,25,从西北偏北方向吹来的风,9,,17,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.8,14.5,,,2500或更高，或无云。,,,30.0,-7.4,无降水,12,,,,
30.03.2022 14:00,14.3,674.0,765.5,-0.8,14,从西方吹来的风,8,,17,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.8,14.5,,,2500或更高，或无云。,,,26.0,-12.8,无降水,12,,,,
30.03.2022 11:00,10.0,674.8,766.6,0.3,46,从西南方吹来的风,4,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.8,13.3,,,2500或更高，或无云。,,,16.0,-1.1,无降水,12,,,,
30.03.2022 08:00,3.4,674.5,766.5,1.7,73,从北方吹来的风,0,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.8,13.3,,,2500或更高，或无云。,,,13.0,-1.0,无降水,12,,,,
30.03.2022 05:00,2.7,672.8,764.2,-0.1,69,从北方吹来的风,1,,12,,云量发展情况没有进行观测或无法观测。 ,,,-1.8,13.3,,,2500或更高，或无云。,,,30.0,-2.4,无降水,12,,,,
30.03.2022 02:00,0.0,672.9,764.5,,85,从西方吹来的风,2,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.3,13.3,,,2500或更高，或无云。,,,27.0,-2.2,无降水,12,,,,
29.03.2022 20:00,8.2,671.8,763.4,1.5,55,从西北偏北方向吹来的风,6,,10,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.8,13.3,,,2500或更高，或无云。,,,18.0,-0.3,无降水,12,,,,
29.03.2022 17:00,11.1,670.3,761.4,1.1,40,从西北偏西方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.8,14.5,,,2500或更高，或无云。,,,10.0,-2.0,无降水,12,,,,
29.03.2022 14:00,13.1,669.2,759.5,-0.1,35,从北方吹来的风,3,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.8,15.3,,,2500或更高，或无云。,,,13.0,-2.0,无降水,12,,,,
29.03.2022 11:00,9.3,669.3,760.0,0.8,49,从西北方吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.8,15.3,,,2500或更高，或无云。,,,9.0,-0.9,无降水,12,,,,
29.03.2022 08:00,3.9,668.5,759.7,1.1,71,从东南偏南方向吹来的风,1,,6,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-0.3,15.3,,,2500或更高，或无云。,,,5.0,-0.9,无降水,12,,,,
29.03.2022 05:00,2.5,667.4,757.6,-0.5,69,从东南方吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,,,,15.3,,,2500或更高，或无云。,,,9.0,-2.6,无降水,12,,,,
29.03.2022 02:00,4.3,667.9,757.8,,57,从东方吹来的风,2,,11,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,15.3,,,2500或更高，或无云。,,,13.0,-3.5,无降水,12,,,,
28.03.2022 20:00,8.0,668.1,760.0,0.7,37,从东南方吹来的风,3,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,15.3,,,2500或更高，或无云。,,,14.0,-5.8,无降水,12,,,,
28.03.2022 17:00,14.3,667.4,759.4,-1.4,20,从南方吹来的风,5,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,15.3,,,2500或更高，或无云。,,,17.0,-8.4,无降水,12,,,,
28.03.2022 14:00,14.7,668.8,760.6,-2.3,20,从西南方吹来的风,6,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-8.9,14.7,,,2500或更高，或无云。,,,17.0,-8.0,无降水,12,,,,
28.03.2022 11:00,9.9,671.1,763.6,-1.1,19,从西南偏南方向吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-8.9,10.0,,,2500或更高，或无云。,,,21.0,-12.6,无降水,12,,,,
28.03.2022 08:00,-0.4,672.2,766.1,-0.2,61,从西北偏西方向吹来的风,2,,3,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-8.9,10.0,,,2500或更高，或无云。,,,8.0,-7.0,无降水,12,,,,
28.03.2022 05:00,-7.9,672.4,766.0,0.1,81,从北方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,,,-11.1,10.0,,,2500或更高，或无云。,,,8.0,-10.6,无降水,12,,,,
28.03.2022 02:00,-6.3,672.3,765.7,,81,从北方吹来的风,2,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-11.1,10.0,,,2500或更高，或无云。,,,14.0,-9.0,无降水,12,,,,
27.03.2022 20:00,-0.2,672.6,766.9,0.5,45,从东方吹来的风,1,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-11.1,10.0,,,2500或更高，或无云。,,,17.0,-10.7,无降水,12,,,,
27.03.2022 17:00,9.4,672.1,765.9,-1.5,17,从西南偏南方向吹来的风,4,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-11.1,10.0,,,2500或更高，或无云。,,,30.0,-14.4,无降水,12,,,,
27.03.2022 14:00,8.7,673.6,767.2,-2.7,16,从西北偏西方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-11.1,11.0,,,2500或更高，或无云。,,,30.0,-15.7,无降水,12,,,,
27.03.2022 11:00,4.2,676.3,770.2,-0.5,22,从西南偏西方向吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-11.1,,,,2500或更高，或无云。,,,28.0,-15.6,无降水,12,,,,
27.03.2022 08:00,-2.7,676.8,771.4,0.7,59,从东方吹来的风,2,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-11.1,,,,2500或更高，或无云。,,,15.0,-9.8,无降水,12,,,,
27.03.2022 05:00,-9.8,676.1,770.9,-0.3,83,从东南偏南方向吹来的风,1,,19,,云量发展情况没有进行观测或无法观测。 ,,,-9.8,11.5,,,2500或更高，或无云。,,,27.0,-12.1,无降水,12,,,,
27.03.2022 02:00,-6.9,676.4,770.1,,78,从东北偏北方向吹来的风,1,,23,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-7.8,11.5,,,2500或更高，或无云。,,,25.0,-10.2,无降水,12,,,,
26.03.2022 20:00,1.5,674.1,768.1,3.5,38,从西北偏北方向吹来的风,6,,23,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-7.8,11.5,,,2500或更高，或无云。,,,30.0,-11.3,无降水,12,,,,
26.03.2022 17:00,7.3,670.6,764.1,1.7,21,从西北方吹来的风,10,,23,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-7.8,11.5,,,2500或更高，或无云。,,,24.0,-13.6,无降水,12,,,,
26.03.2022 14:00,10.8,668.9,760.9,-1.7,20,从西北偏西方向吹来的风,11,,22,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-7.8,11.5,,,2500或更高，或无云。,,,14.0,-11.3,无降水,12,,,,
26.03.2022 11:00,9.0,670.6,762.1,-1.3,26,从西南偏西方向吹来的风,5,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-7.8,10.8,,,2500或更高，或无云。,,,15.0,-9.5,无降水,12,,,,
26.03.2022 08:00,-1.1,671.9,765.2,0.4,63,从西南偏南方向吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-7.8,10.8,,,2500或更高，或无云。,,,9.0,-7.4,无降水,12,,,,
26.03.2022 05:00,-7.0,671.5,764.6,-0.6,80,从东北偏北方向吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,,,-7.3,10.8,,,2500或更高，或无云。,,,9.0,-9.9,无降水,12,,,,
26.03.2022 02:00,-3.0,672.1,764.8,,67,从西方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.2,10.8,,,2500或更高，或无云。,,,26.0,-8.3,无降水,12,,,,
25.03.2022 20:00,3.4,670.5,763.0,0.8,41,从西北方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.3,10.8,,,2500或更高，或无云。,,,17.0,-8.6,无降水,12,,,,
25.03.2022 17:00,10.5,669.7,760.7,-0.7,22,从西北方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.3,10.6,,,2500或更高，或无云。,,,22.0,-10.3,无降水,12,,,,
25.03.2022 14:00,8.4,670.4,761.8,-1.1,22,从西北偏西方向吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.3,11.4,,,2500或更高，或无云。,,,13.0,-12.1,无降水,12,,,,
25.03.2022 11:00,5.3,671.5,763.3,0.6,33,从西北偏西方向吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.3,,,,2500或更高，或无云。,,,14.0,-9.7,无降水,12,,,,
25.03.2022 08:00,2.5,670.9,763.1,1.5,39,从北方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.2,,,,2500或更高，或无云。,,,15.0,-10.1,无降水,12,,,,
25.03.2022 05:00,3.0,669.4,760.6,0.3,42,从西北方吹来的风,4,,7,,云量发展情况没有进行观测或无法观测。 ,,,-2.6,11.4,,,2500或更高，或无云。,,,30.0,-8.7,无降水,12,,,,
25.03.2022 02:00,3.4,669.1,759.9,,53,从西方吹来的风,2,,5,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.9,11.4,,,2500或更高，或无云。,,,5.0,-5.3,无降水,12,,,,
24.03.2022 20:00,5.6,665.8,757.6,1.2,73,从东方吹来的风,2,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.9,11.4,,,2500或更高，或无云。,,,3.9,1.1,无降水,12,,,,
24.03.2022 17:00,9.4,664.6,756.1,0.9,63,从东南方吹来的风,3,,5,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.9,11.4,,,2500或更高，或无云。,,,5.0,2.7,无降水,12,,,,
24.03.2022 14:00,11.4,663.7,754.7,-1.2,47,从东方吹来的风,1,,3,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.9,11.4,,,2500或更高，或无云。,,,7.0,0.5,无降水,12,,,,
24.03.2022 11:00,6.9,664.9,756.6,0.3,60,从东南偏南方向吹来的风,1,,3,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.9,10.7,,,2500或更高，或无云。,,,5.0,-0.3,无降水,12,,,,
24.03.2022 08:00,0.1,664.6,756.9,-0.4,94,从西南方吹来的风,1,,2,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,,,,2500或更高，或无云。,,,2.7,-0.7,无降水,12,,,,
24.03.2022 05:00,-2.6,665.0,756.4,-1.1,94,从北方吹来的风,0,,4,,薄雾 ,,,-5.1,10.7,,,2500或更高，或无云。,,,2.8,-3.4,无降水,12,,,,
24.03.2022 02:00,-2.0,666.1,757.7,,92,从北方吹来的风,1,,8,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-5.1,10.7,,,2500或更高，或无云。,,,2.5,-3.1,无降水,12,,,,
23.03.2022 20:00,1.9,667.9,761.5,1.0,79,从东北偏北方向吹来的风,2,,8,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.3,10.7,,,2500或更高，或无云。,,,3.5,-1.4,无降水,12,,,,
23.03.2022 17:00,10.6,666.9,758.7,-0.7,41,从西方吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.3,10.6,,,2500或更高，或无云。,,,10.0,-2.1,无降水,12,,,,
23.03.2022 14:00,9.0,667.6,759.7,-1.4,56,从西北偏西方向吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.3,9.2,,,2500或更高，或无云。,,,9.0,0.7,无降水,12,,,,
23.03.2022 11:00,3.0,669.0,763.6,-0.6,75,从东南偏南方向吹来的风,2,,3,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.3,3.7,,,2500或更高，或无云。,,,1.8,-1.0,无降水,12,,,,
23.03.2022 08:00,-3.9,669.6,764.5,-0.1,94,从北方吹来的风,0,,3,,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,,,,2500或更高，或无云。,,,0.1,-4.7,无降水,12,,,,
23.03.2022 05:00,-3.7,669.7,764.0,-1.5,94,从西南偏南方向吹来的风,1,,3,,雾或冰雾，天空可见，在观测前一个小时内没有明显的浓度变化。 ,,,-10.3,0.8,,,2500或更高，或无云。,,,0.1,-4.5,无降水,12,,,,
23.03.2022 02:00,-2.8,671.2,765.7,,95,从西南偏南方向吹来的风,1,,3,,有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.3,0.8,,,2500或更高，或无云。,,,0.4,-3.5,3,12,,,,
22.03.2022 20:00,-4.6,673.0,768.3,0.2,93,从北方吹来的风,0,,4,,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,雾或冰雾或强阴霾,在整个相应周期内云遮住了一半或以下的天空,-7.1,0.8,,,2500或更高，或无云。,,,0.1,-5.6,6,12,,,,
22.03.2022 17:00,-1.0,672.8,768.1,-1.0,87,从西南偏南方向吹来的风,1,,4,,小雪 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-7.1,4.0,,,2500或更高，或无云。,,,2.5,-2.9,6,12,,,,
22.03.2022 14:00,-1.8,673.8,768.7,-1.3,89,从西北方吹来的风,1,,4,,间歇性雪，在观测时为强度 ,雾或冰雾或强阴霾,在整个相应周期内云遮住了一半或以下的天空,-7.1,5.3,,,2500或更高，或无云。,,,0.3,-3.4,3,12,,,,
22.03.2022 11:00,0.8,675.1,769.4,-0.4,44,从东南方吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-7.1,5.3,,,2500或更高，或无云。,,,21.0,-10.1,无降水,12,,,,
22.03.2022 08:00,-3.2,675.5,770.4,-0.4,62,从西南偏南方向吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-7.1,5.3,,,2500或更高，或无云。,,,11.0,-9.6,无降水,12,,,,
22.03.2022 05:00,-6.4,675.9,770.6,-1.2,74,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,-8.2,5.3,,,2500或更高，或无云。,,,26.0,-10.4,无降水,12,,,,
22.03.2022 02:00,-3.0,677.1,771.3,,41,从东北偏东方向吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-8.2,5.3,,,2500或更高，或无云。,,,30.0,-14.4,无降水,12,,,,
21.03.2022 20:00,-0.4,676.2,771.4,0.9,42,从东方吹来的风,4,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-8.2,5.3,,,2500或更高，或无云。,,,30.0,-12.0,无降水,12,,,,
21.03.2022 17:00,3.9,675.3,769.9,-0.3,32,从东北偏东方向吹来的风,4,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-8.2,5.3,,,2500或更高，或无云。,,,30.0,-11.3,无降水,12,,,,
21.03.2022 14:00,4.3,675.6,769.7,-1.3,32,从南方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-8.2,5.4,,,2500或更高，或无云。,,,30.0,-10.9,无降水,12,,,,
21.03.2022 11:00,1.8,676.9,771.7,0.9,36,从东北偏东方向吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-8.2,5.4,,,2500或更高，或无云。,,,30.0,-11.7,无降水,12,,,,
21.03.2022 08:00,-4.0,676.0,771.1,0.8,60,从北方吹来的风,2,,3,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-8.2,5.4,,,2500或更高，或无云。,,,30.0,-10.8,无降水,12,,,,
21.03.2022 05:00,-6.0,675.2,769.8,0.0,80,从西北方吹来的风,0,,8,,云量发展情况没有进行观测或无法观测。 ,,,-7.4,5.4,,,2500或更高，或无云。,,,29.0,-9.0,无降水,12,,,,
21.03.2022 02:00,-3.7,675.2,769.2,,67,从西方吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-9.8,5.4,,,2500或更高，或无云。,,,30.0,-9.1,无降水,12,,,,
20.03.2022 20:00,-0.9,673.5,768.4,1.4,45,从东方吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.0,5.4,,,2500或更高，或无云。,,,30.0,-11.6,无降水,12,,,,
20.03.2022 17:00,4.0,672.1,766.6,,28,从北方吹来的风,4,,8,, ,,,-10.0,5.4,,,,,,30.0,-12.9,无降水,6,,,,
20.03.2022 14:00,5.1,671.6,766.2,,37,从西北偏北方向吹来的风,3,,8,, ,,,-10.0,5.4,,,,,,30.0,-8.4,无降水,6,,,,
20.03.2022 11:00,3.0,671.9,766.7,,44,从西北偏北方向吹来的风,4,,8,, ,,,-10.0,3.1,,,,,,27.0,-8.1,无降水,6,,,,
20.03.2022 08:00,-4.0,671.6,766.9,,64,从西方吹来的风,2,,3,, ,,,-10.0,0.0,,,,,,18.0,-9.8,无降水,6,,,,
20.03.2022 05:00,-7.4,670.7,765.7,-0.2,84,从西北偏西方向吹来的风,1,,3,,云量发展情况没有进行观测或无法观测。 ,,,-10.4,0.0,,,2500或更高，或无云。,,,20.0,-9.6,无降水,12,,,,
20.03.2022 02:00,-9.8,670.9,766.5,,87,从北方吹来的风,0,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.4,0.0,,,2500或更高，或无云。,,,17.0,-11.6,无降水,12,,,,
19.03.2022 20:00,-4.8,670.5,766.4,0.2,62,从东方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.4,0.0,,,2500或更高，或无云。,,,17.0,-11.0,无降水,12,,,,
19.03.2022 17:00,-0.2,670.3,765.5,-0.9,29,从东南偏东方向吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.4,2.3,,,2500或更高，或无云。,,,30.0,-16.1,无降水,12,,,,
19.03.2022 14:00,-0.9,671.2,766.1,-2.2,34,从东方吹来的风,1,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.4,3.0,,,2500或更高，或无云。,,,30.0,-14.8,无降水,12,,,,
19.03.2022 11:00,-2.2,673.4,768.4,0.6,35,从东北方吹来的风,1,,15,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.4,3.0,,,2500或更高，或无云。,,,30.0,-15.6,无降水,12,,,,
19.03.2022 08:00,-7.9,672.8,768.2,1.6,64,从西北方吹来的风,1,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-10.4,3.0,,,2500或更高，或无云。,,,30.0,-13.5,无降水,12,,,,
19.03.2022 05:00,-8.9,671.2,766.1,-0.6,72,从西北方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,,,-9.6,3.0,,,2500或更高，或无云。,,,30.0,-13.0,无降水,12,,,,
19.03.2022 02:00,-6.2,671.8,766.3,,69,从西北方吹来的风,3,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-6.2,3.0,,,2500或更高，或无云。,,,30.0,-11.0,无降水,12,,,,
18.03.2022 20:00,-0.5,668.3,762.0,2.0,68,从北方吹来的风,7,,14,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.7,3.0,,,2500或更高，或无云。,,,29.0,-5.7,5,12,,,,
18.03.2022 17:00,2.4,666.3,759.2,2.6,63,从西北偏北方向吹来的风,7,,14,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.7,3.0,,,2500或更高，或无云。,,,30.0,-3.9,5,12,,,,
18.03.2022 14:00,2.0,663.7,756.4,-0.4,83,从西北方吹来的风,4,,7,,雾或冰雾 ,雪或雨夹雪,雨,-2.7,2.0,,,2500或更高，或无云。,,,2.6,-0.7,5,12,,,,
18.03.2022 11:00,-1.2,664.1,757.4,-2.1,86,从东南方吹来的风,2,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.7,-0.5,,,2500或更高，或无云。,,,3.7,-3.2,无降水,12,,,,
18.03.2022 08:00,-1.9,666.2,759.9,-1.8,91,从东南方吹来的风,1,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.7,,,,2500或更高，或无云。,,,3.0,-3.2,1,12,,,,
18.03.2022 05:00,-2.4,668.0,761.9,-1.7,92,从东南方吹来的风,1,,5,,间歇性雪，在观测时较弱 ,,,-2.7,,,,2500或更高，或无云。,,,3.7,-3.5,2,12,,,,
18.03.2022 02:00,-2.5,669.7,763.7,,92,从东方吹来的风,1,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.7,,,,2500或更高，或无云。,,,5.0,-3.6,3,12,,,,
17.03.2022 20:00,-2.1,671.1,764.9,0.5,91,从东南偏东方向吹来的风,3,,8,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.1,,,,2500或更高，或无云。,,,4.3,-3.4,7,12,,,,
17.03.2022 17:00,-1.3,670.6,764.3,-0.6,90,从东南偏东方向吹来的风,3,,8,,间歇性雪，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.5,,,,2500或更高，或无云。,,,5.0,-2.7,6,12,,,,
17.03.2022 14:00,-0.9,671.2,764.3,-1.8,93,从东南偏东方向吹来的风,3,,10,,间歇性雪，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.5,11.3,,,2500或更高，或无云。,,,1.5,-1.9,5,12,,,,
17.03.2022 11:00,-1.5,673.0,766.5,-0.2,91,从东南方吹来的风,4,,10,,间歇性雪，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.5,11.3,,,2500或更高，或无云。,,,0.9,-2.8,2,12,,,,
17.03.2022 08:00,1.2,673.2,765.7,-0.3,73,从东方吹来的风,3,,13,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.4,11.3,,,2500或更高，或无云。,,,7.0,-3.1,无降水,12,,,,
17.03.2022 05:00,0.4,673.5,765.6,-0.1,78,从东北偏东方向吹来的风,4,,13,,云量发展情况没有进行观测或无法观测。 ,,,0.4,11.3,,,2500或更高，或无云。,,,10.0,-3.0,无降水,12,,,,
17.03.2022 02:00,3.6,673.6,765.1,,35,从东方吹来的风,5,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,11.3,,,2500或更高，或无云。,,,23.0,-10.4,无降水,12,,,,
